name,platform
Naughty Bear, Xbox 360
Bliss Island, PlayStation 2
Jeremy McGrath Supercross 2000, PlayStation 4
Transformers: Rise of the Dark Spark, PC
Funk of Titans, DS
RollerCoaster Tycoon World, Game Boy Advance
Air Conflicts: Vietnam, PC
Asphalt 3D, PC
Fast Draw Showdown, PSP
NBA Live 14, GameCube
Dynasty Warriors 6, Game Boy Advance
Justice League: Chronicles, PlayStation
Ice Age: Continental Drift - Arctic Games, Xbox 360
Naughty Bear, Xbox 360
Deadfall Adventures, Switch
Furu Furu Park, PC
Battle: Los Angeles, Xbox 360
Rengoku: The Tower of Purgatory, Wii
WWE 2K20, Xbox
Mindjack, PlayStation Vita
Enki, PlayStation 3
The Legend of Alon D'ar, PC
Jeremy McGrath Supercross 2000, PlayStation 4
Venetica, PlayStation 3
One Piece: Romance Dawn, PC
Game Tycoon, Xbox One
Iron Man, PlayStation 3
Ghostbusters: Sanctum of Slime, Xbox
Stormrise, PC
Star Trek The Video Game, PlayStation 2
Touhou Kobuto V: Burst Battle, PC
Mission: Impossible: Operation Surma, PlayStation 4
Dino Island, DS
Jazz and Faust, PC
The Sopranos: Road to Respect, PlayStation 4
Final Fight: Streetwise, Xbox 360
G.I. Joe: The Rise of Cobra, Game Boy Advance
Fear Effect Sedna, Xbox
Block Factory, Game Boy Advance
Time and Eternity, PC
The Elder Scrolls: Blades, PlayStation 3
MC Groovz Dance Craze, PlayStation 3
Bloodforge, Xbox 360
ArchLord, PC
Contra: Rogue Corps, PlayStation
Nickelodeon Kart Racers, Xbox 360
Coraline, Wii U
Beyond the Law: The Third Wave, PC
Clash of the Titans, Xbox 360
Brave: A Warrior's Tale, PlayStation 2
Gleamlight, Wii
Zumba Fitness: Join the Party, Xbox 360
Turning Point: Fall of Liberty, PC
Family Party: 30 Great Games, 3DS
SPRay, PlayStation 3
Werewolf: The Apocalypse - Earthblood, DS
KURSK, Xbox 360
Hello Neighbor, PC
Steel Horizon, PlayStation 4
Stranger, Switch
Rock Revolution, PC
MX vs. ATV Supercross Encore, PlayStation 4
CSI: Crime Scene Investigation: Fatal Conspiracy, PC
Go! Sports Skydiving, PlayStation 2
Prison Break: The Conspiracy, PlayStation 4
Smashing Drive, PSP
ATV: Quad Power Racing, PlayStation 3
TMNT, DS
Arcania: The Complete Tale, PC
Xiaolin Showdown, PlayStation 2
Tennis World Tour, PlayStation 2
Hellboy: The Science of Evil, 3DS
Spider-Man 2: The Game, PlayStation 3
Star Trek: Shattered Universe, PlayStation 3
Iron Man 2, PlayStation 4
Winter Sports 2: The Next Challenge, Xbox 360
Deca Sports 3, Game Boy Advance
Rugby 18, PlayStation
Legacy: Dark Shadows, Xbox 360
Planet of the Apes, PlayStation 3
Iron Man 2, Xbox 360
Wayward Manor, PlayStation 3
Things on Wheels, DS
Cyberball 2072, DS
Transformers: Cybertron Adventures, PlayStation 4
25 to Life, PlayStation 4
Arcania: Fall of Setarrif, Nintendo 64
Mana Khemia: Student Alliance, Xbox
Damnation, Xbox One
Wacky Races: Crash & Dash, PC
One Way Trip, PlayStation 3
Alien Blast: The Encounter, Xbox 360
Robot Arena, PlayStation 3
Rally Challenge 2000, Xbox 360
Emergency Heroes, PC
7554, DS
GT Pro Series, 3DS
Timeline, Wii U
MotionSports Adrenaline, Xbox 360
"Harry Potter and the Deathly Hallows, Part 1", Xbox
The Golden Compass, PlayStation 3
Gungrave VR, Xbox 360
JASF: Jane's Advanced Strike Fighters, PlayStation
Taito Legends Power-Up, PlayStation 4
Rapala Tournament Fishing!, Xbox One
DARK, PC
Seduce Me, PC
Lets Fish! Hooked On, 3DS
Brigade E5: New Jagged Union, Wii
Turtle Tale, PlayStation 4
Street Supremacy, PlayStation 2
Street Power Soccer, Game Boy Advance
Dragon's Lair, Xbox 360
American Idol, Xbox 360
101-in-1 Sports Party Megamix, Xbox 360
007 Legends, Wii
Mall Tycoon, PlayStation 3
Duke Nukem: Manhattan Project, PSP
Clash of the Titans, PlayStation 4
0 Day Attack on Earth, Xbox 360
Iron Man 2, PC
Dollhouse, PlayStation 2
Star Trek: Shattered Universe, Dreamcast
Nickelodeon Kart Racers, Xbox 360
Way of the Dogg, 3DS
4PM, PC
WWII Aces, PlayStation 3
Delta Force: Xtreme 2, PlayStation 3
Slain!, PC
Alekhine's Gun, Xbox 360
Tank Beat, PlayStation 4
The Polar Express, Game Boy Advance
Around the World in 80 Days, PC
Evil Dead: Hail to the King, PC
Naval Assault: The Killing Tide, PlayStation 2
The Chaos Engine (2013), Xbox
Space Raiders, Xbox 360
Dr. Seuss' The Cat in the Hat, PC
Ducati World Racing Challenge, 3DS
Ace Banana, PlayStation 3
DRIV3R, Switch
Screwjumper!, GameCube
Made Man: Confessions of the Family Blood, Xbox 360
Chronus Arc, PC
Adventure Time: Explore the Dungeon Because I DON'T KNOW!, Switch
Emergency Mayhem, PlayStation 4
Protothea, Wii
Psychotoxic, PC
ShellShock 2: Blood Trails, Xbox 360
Underground Pool, Xbox 360
Freedom: First Resistance, Switch
Eureka Seven Vol. 2: The New Vision, Xbox 360
Adventure Time: Explore the Dungeon Because I DON'T KNOW!, PlayStation 3
Xiaolin Showdown, Wii
Painkiller: Hell & Damnation, Wii
Farming Simulator, PlayStation 4
Escape Dead Island, PC
Inner Chains, Xbox One
The Warriors: Street Brawl, DS
Brain Boost: Gamma Wave, PC
MTV Sports: Skateboarding featuring Andy Macdonald, PlayStation 3
Zatch Bell! Mamodo Fury, PlayStation 4
Blood Drive, Xbox 360
Prison Break: The Conspiracy, PlayStation 3
Freestyle Street Soccer, PlayStation 3
Dragon Ball Z: Taiketsu, Xbox
Tamarin, PlayStation
Family Guy: Back to the Multiverse, DS
The Golden Compass, PlayStation 3
Scourge: Outbreak, PlayStation 2
MotionSports, Xbox One
Looney Tunes: Acme Arsenal, PSP
Real Steel, PC
Soldier Elite, PlayStation 2
Deep Black: Reloaded, Wii
Battle: Los Angeles, Xbox 360
Montague's Mount, Wii
Charlie and the Chocolate Factory, PlayStation 4
SuperPower, PC
The Cursed Crusade, PC
Ultimate Beach Soccer, Xbox 360
Torino 2006 - the Official Video Game of the XX Olympic Winter Games, PC
Fantastic Four: Rise of the Silver Surfer, Xbox 360
Drive Girls, Xbox 360
Air Raid: This Is Not a Drill!, Wii
Army Men: Green Rogue, Xbox
Turning Point: Fall of Liberty, PC
25 to Life, PSP
Pocket Racers, PC
Doctor Who: The Eternity Clock, DS
Wacky Races: Crash & Dash, PlayStation 4
Troll and I, PC
Senran Kagura Reflexions, PC
RollerCoaster Tycoon 3D, Nintendo 64
Brain Boost: Beta Wave, Wii
The Polar Express, PC
Family Guy: Back to the Multiverse, Wii
Charlie and the Chocolate Factory, PC
25 to Life, Xbox 360
Hello Neighbor, Wii
Coffeetime Crosswords, Xbox 360
Ju-on: The Grudge, PlayStation 4
Thor: God of Thunder, PlayStation 3
R.I.P.D. The Game, PSP
XIII (Remake), Wii
Raven Squad: Operation Hidden Dagger, PC
"Monsters, Inc. Scream Arena", PC
Anacapri: The Dream, PlayStation Vita
Onechanbara: Bikini Samurai Squad, PC
Tony Hawk's Motion, 3DS
The Mummy: Tomb of the Dragon Emperor, PSP
Cartoon Network Racing, PlayStation 4
Remothered: Broken Porcelain, Xbox 360
The Deer God, PlayStation 2
Coffee Tycoon, Wii
Universal Studios Theme Parks Adventure, PlayStation 3
Resident Evil: Survivor, PC
Realms of Ancient War, Xbox 360
Inkheart, PlayStation 3
Tony Hawk's Pro Skater 5, Xbox 360
Turn It Around, PlayStation 3
Pacific Rim, PlayStation 4
Alone in the Dark, Xbox
Star Wars: Flight of the Falcon, Switch
Putty Squad, Xbox 360
Motocross Mania 3, PC
Burnout Legends, Wii
Dead or Alive Paradise, PC
Battleship, PC
Battle: Los Angeles, PC
Attack of the Movies 3D, DS
Painkiller: Resurrection, GameCube
Umbrella Corps, PlayStation 4
G.I. Combat, PC
Driven, PlayStation 2
Pimp My Ride, Xbox 360
Godzilla Unleashed, PlayStation 2
DARK, Xbox 360
The Walking Dead: Survival Instinct, PC
Teenage Mutant Ninja Turtles: Out of the Shadows, Xbox 360
Naruto Shippuden: Dragon Blade Chronicles, Wii
Vampire Rain, Xbox 360
Thor: God of Thunder, Xbox 360
Project Root, Xbox One
Carnival Games: Mini-Golf, Wii
Seven Kingdoms: Conquest, PC
Kengo: Legend of the 9, Xbox 360
The Simpsons Skateboarding, PlayStation 2
Blades of Time, Switch
Rock Revolution, Xbox 360
Legend of the Dragon, PSP
Balan Wonderworld, PC
Heavy Fire: Red Shadow, PlayStation 4
Terminator 3: Rise of the Machines, PlayStation 2
SoulCalibur: Lost Swords, PlayStation 3
Dying: Reborn, PlayStation 4
"Harry Potter and the Deathly Hallows, Part 1", PlayStation 3
Hello Neighbor, PC
Looney Tunes: Acme Arsenal, PlayStation 2
ECW Anarchy Rulz, Dreamcast
Left Behind: Eternal Forces, PC
The Mummy: Tomb of the Dragon Emperor, PlayStation 2
Evolution Snowboarding, PlayStation 2
Star Wars Episode II: Attack of the Clones, Game Boy Advance
The Ripping Friends, Game Boy Advance
Steel Battalion: Heavy Armor, Xbox 360
Godzilla, PlayStation 4
Bubble Bobble Revolution, DS
Pure Futbol, Xbox 360
"Harry Potter and the Deathly Hallows, Part 1", Xbox 360
Far Cry Vengeance, Wii
Touhou Kobuto V: Burst Battle, Switch
Randall, PlayStation 4
Tenchu: Dark Secret, DS
Napoleon Dynamite: The Game, PSP
Torino 2006 - The Official Video Game of the XX Olympic Winter Games, PC
Pocket Pool, PSP
Speed Zone, Wii
TMNT, PSP
Aqua Teen Hunger Force Zombie Ninja Pro-Am, PlayStation 2
Shifters, PlayStation 2
Legend of the Dragon, Wii
Quantum Theory, Xbox 360
Duke Nukem: Land of the Babes, PlayStation
Fight Club, Xbox
Agony, PlayStation 4
Crash Boom Bang!, DS
Gauntlet: Dark Legacy, Game Boy Advance
Hour of Victory, Xbox 360
Blackwater, Xbox 360
NFL Blitz 20-02, Game Boy Advance
Left Alive, PlayStation 4
Defender, Game Boy Advance
Rocky and Bullwinkle, Xbox 360
Underworld Ascendant, PC
Wonder World Amusement Park, Wii
Ready 2 Rumble Revolution, Wii
Mike Tyson Heavyweight Boxing, Xbox
Crystal Rift, PlayStation 4
Traitors Gate 2, PC
Frogger 2, Xbox 360
Escape from Bug Island, Wii
Tamagotchi Party On!, Wii
3D Classics: Urban Champion, 3DS
Lucha Fury, Xbox 360
Fluster Cluck, PlayStation 4
Combat Medic: Special Operations, PC
Past Cure, PlayStation 4
Dead Space Ignition, PlayStation 3
Pimp My Ride, PlayStation 2
The History Channel: Battle for the Pacific, PlayStation 3
Sniper: Art of Victory, PC
Torino 2006 - the Official Video Game of the XX Olympic Winter Games, Xbox
Darkstar: The Interactive Movie, PC
Shaq Fu: A Legend Reborn, PlayStation 4
The Sum of All Fears, GameCube
Kung Fu Rider, PlayStation 3
NBA Live 14, Xbox One
Coffin Dodgers, PlayStation 4
X-Men: Destiny, Wii
Fantastic Four: Rise of the Silver Surfer, PlayStation 2
Damnation, Xbox 360
The Shield: The Game, PlayStation 2
Orion: Dino Horde, PC
Dream Chronicles, Xbox 360
Power Gig: Rise of the SixString, PlayStation 3
Air Conflicts: Aces of World War II, PSP
MTV's Celebrity Deathmatch, Xbox
Disney Sports Skateboarding, GameCube
Teenage Mutant Ninja Turtles: Arcade Attack, DS
Hollow, Switch
Legends of Pegasus, PC
Power Gig: Rise of the SixString, Xbox 360
Damnation, PlayStation 3
Balan Wonderworld, Switch
Alekhine's Gun, PlayStation 4
Jeremy McGrath Supercross World, GameCube
Torrente, PC
Umbrella Corps, PC
Risen 3: Titan Lords, PlayStation 3
Double D Dodgeball, Xbox 360
Arc of Alchemist, Switch
Fight Club, PlayStation 2
Eternity: The Last Unicorn, PlayStation 4
Tokyo Tattoo Girls, PlayStation Vita
One Piece: Grand Cruise, PlayStation 4
Infernal: Hell's Vengeance, Xbox 360
Tsunami 2265, PC
Jackass the Game, DS
Bad Boys: Miami Takedown, GameCube
Terminator 3: Rise of the Machines, Xbox
Charlie and the Chocolate Factory, PlayStation 2
Fantastic Four: Rise of the Silver Surfer, DS
Dead Space Ignition, Xbox 360
7 Days to Die, Xbox One
Jeremy McGrath Supercross World, PlayStation 2
George of the Jungle and the Search for the Secret, Wii
The Golden Compass, Wii
Enemy Front, Xbox 360
Showtime Championship Boxing, Wii
Street Jam Basketball, Game Boy Advance
Bad Boys: Miami Takedown, Xbox
NCIS, Xbox 360
Drug Wars (2009), PC
The History Channel: Battle for the Pacific, Xbox 360
Fast & Furious Crossroads, PlayStation 4
Girl Fight, PlayStation 3
Valhalla Knights: Eldar Saga, Wii
Super Seducer: How to Talk to Girls, PC
Fugitive Hunter: War on Terror, PlayStation 2
Star Raiders, Xbox 360
King of Clubs, Wii
Langrisser Re:Incarnation -TENSEI-, 3DS
ShellShock 2: Blood Trails, PlayStation 3
Fireburst, Xbox 360
Rambo: The Video Game, PC
Jekyll & Hyde (2001), PC
The Expendables 2 Videogame, PlayStation 3
David Beckham Soccer, Game Boy Advance
Shadow Harvest: Phantom Ops, PC
Takedown: Red Sabre, PC
Destroy All Humans! Path of the Furon, Xbox 360
The Walking Dead: Survival Instinct, PlayStation 3
Past Cure, Xbox One
March of the Penguins, DS
Agony, Xbox One
Transformers: Dark of the Moon - Stealth Force Edition, Wii
You Are Empty, PC
Astro Boy: The Video Game, DS
Bomberman: Act Zero, Xbox 360
Fantasy Hero: Unsigned Legacy, Switch
The Shield: The Game, PC
Girl Fight, Xbox 360
Fast & Furious Crossroads, PC
McFarlane's Evil Prophecy, PlayStation 2
Chicago Enforcer, Xbox
Shrek: Super Party, Xbox
AMY, PlayStation 3
Kick-Ass, PlayStation 3
Superman Returns, DS
The Incredible Hulk, PC
Mike Tyson Heavyweight Boxing, PlayStation 2
Farming Simulator, Xbox 360
X Rebirth, PC
Dawn of Fear, PlayStation 4
Van Helsing, Game Boy Advance
Yu Yu Hakusho: Spirit Detective, Game Boy Advance
Demonworld: Dark Armies, PC
Dragon Booster, DS
Call of Duty: Black Ops Declassified, PlayStation Vita
Mistmare, PC
Mortal Kombat Advance, Game Boy Advance
Mobile Suit Gundam: Crossfire, PlayStation 3
Megamind: Ultimate Showdown, Xbox 360
Target: Terror, Wii
Iron Man, PC
Bruce Lee: Quest of the Dragon, Xbox
Rekoil, PC
XIII (Remake), Xbox One
Zombeer, PC
Women's Volleyball Championship, PlayStation 2
MTV's Celebrity Deathmatch, PlayStation 2
Weeping Doll, PlayStation 4
Land of the Dead: Road to Fiddler's Green, Xbox
Escape Dead Island, Xbox 360
Sonic Boom: Rise of Lyric, Wii U
Gene Rain, Xbox One
Giana Sisters: Dream Runners, Xbox One
Best of Tests DS, DS
The Walking Dead: Survival Instinct, Xbox 360
New World Order, PC
The Expendables 2 Videogame, Xbox 360
Jenga World Tour, DS
Fighters Uncaged, Xbox 360
Dave Mirra BMX Challenge, PSP
Coliseum, PC
Kabuki Warriors, Xbox
Pool Party, Wii
Magus, PlayStation 3
Ghostbusters, Xbox One
The Simpsons Wrestling, PlayStation
Tony Hawk's Pro Skater 5, PlayStation 4
Toy Shop, DS
The Asskickers, PC
DreamWorks Kung Fu Panda 2, PlayStation 3
Forever Worlds - Enter the Unknown, PC
Dino Dini's Kick Off Revival, PlayStation 4
Dream Chronicles, PlayStation 3
CID The Dummy, Wii
Smash 'N' Survive, PlayStation 3
Big Oil: Build an Oil Empire, PC
ESPN Sports Connection, Wii U
Robocop, Xbox
Crime Life: Gang Wars, Xbox
Ghostbusters, PlayStation 4
MTV's Celebrity Deathmatch, PC
Vampire Rain: Altered Species, PlayStation 3
ShellShock 2: Blood Trails, Xbox 360
Soda Drinker Pro, Xbox One
Fear Factor: Unleashed, Game Boy Advance
Air Conflicts: Vietnam Ultimate Edition, PlayStation 4
Transformers: Dark of the Moon - Stealth Force Edition, 3DS
Power Rangers Megaforce, 3DS
Tunnel Rats: 1968, PC
Hoodwink, PC
ARK: Survival Evolved, Switch
XIII (Remake), PC
Tiny Racer, Switch
Game Party 2, Wii
Rogue Warrior, PC
Jumper: Griffin's Story, Xbox 360
Batman: Dark Tomorrow, GameCube
Duke Nukem: Critical Mass, DS
Wild West Online, PC
Ping Pals, DS
Godzilla Unleashed: Double Smash, DS
The Quiet Man, PlayStation 4
Rambo: The Video Game, Xbox 360
Rogue Warrior, Xbox 360
Sneakers, Xbox
Thundercats, DS
American McGee Presents Bad Day LA, PC
Mortal Kombat: Special Forces, PlayStation
Dragon Ball: Evolution, PSP
Raven's Cry, PC
Chicken Shoot, Wii
Basement Crawl, PlayStation 4
Looney Tunes: Acme Arsenal, Wii
Aquaman: Battle for Atlantis, GameCube
GoDai: Elemental Force, PlayStation 2
Rogue Warrior, PlayStation 3
Fray, PC
Druuna: Morbus Gravis, PC
Road Rage, PlayStation 4
Mucha Lucha! Mascaritas of the Lost Code, Game Boy Advance
Stake: Fortune Fighters, Xbox
HBO Boxing, PlayStation
Charlie and the Chocolate Factory, PC
R.I.P.D. The Game, PC
KISS Pinball, PlayStation
Deca Sports Freedom, Xbox 360
Tenkai Knights: Brave Battle, 3DS
Aquaman: Battle for Atlantis, Xbox
Survivor (2001), PC
Jenga World Tour, Wii
World War II Combat: Iwo Jima, PC
Leisure Suit Larry: Box Office Bust, Xbox 360
Game Party, Wii
AMY, Xbox 360
Dragon Ball Z: Ultimate Battle 22, PlayStation
Call for Heroes: Pompolic Wars, PC
Batman: Dark Tomorrow, Xbox
Stalin vs. Martians, PC
NBA Unrivaled, Xbox 360
Cruis'n, Wii
NBA Unrivaled, PlayStation 3
Terrawars: New York Invasion, PC
Gravity Games Bike: Street Vert Dirt, PlayStation 2
Postal III, PC
Game Party Champions, Wii U
Legends of Wrestling II, Game Boy Advance
Pulse Racer, Xbox
Fighter Within, Xbox One
FlatOut 3: Chaos & Destruction, PC
Homie Rollerz, DS
Charlie's Angels, GameCube
Rambo: The Video Game, PlayStation 3
Fast & Furious: Showdown, Xbox 360
Drake of the 99 Dragons, Xbox
Afro Samurai 2: Revenge of Kuma Volume One, PlayStation 4
Infestation: Survivor Stories (The War Z), PC
Leisure Suit Larry: Box Office Bust, PC
